prod_year,prod_year_delta,prod_year_delta_sq,prod_year_delta_cu,cylinders,airbags,levy,manufacturer_class,manufacturer_mean_le,category_mean_le,leather_interior,fuel_type_mean_le,turbo,engine_volume,mileage,mileage_new,gear_box_type_mean_le,wheel_mean_le
2014,6,36.0,216.0,4,4,501.0,1,20,3,1,4,0,1.5,63300.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,2,8,9,1,4,0,2.0,65006.0,0,0,0
2013,7,49.0,343.0,4,0,640.0,1,3,9,1,4,0,2.0,157584.0,0,0,0
2015,5,25.0,125.0,4,12,308.0,2,53,3,1,2,0,1.5,49562.0,0,0,0
2003,17,289.0,4913.0,4,4,781.0,1,32,3,0,0,0,1.4,185000.0,0,1,0
2010,10,100.0,1000.0,6,12,1324.0,2,53,9,1,2,0,3.3,226198.0,0,0,0
1997,23,529.0,12167.0,4,2,781.0,2,56,2,0,1,0,1.9,194000.0,0,1,0
2006,14,196.0,2744.0,4,8,1481.0,2,56,3,0,4,1,2.0,161000.0,0,1,0
2013,7,49.0,343.0,4,16,781.0,2,53,3,0,2,0,1.5,51200.0,0,0,0
2017,3,9.0,27.0,4,12,1017.0,2,22,9,1,4,0,2.0,115974.0,0,0,0
2017,3,9.0,27.0,4,4,784.0,1,20,3,1,4,0,1.5,26166.0,0,0,0
2010,10,100.0,1000.0,4,4,1024.0,2,22,7,1,1,0,2.5,351108.0,0,0,0
2018,2,4.0,8.0,4,12,609.0,2,53,9,1,2,0,2.5,35058.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,4,1,1,0,2.0,138451.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,2,33,9,1,4,0,3.5,159250.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,295970.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,4,0,2.5,130000.0,0,0,0
2014,6,36.0,216.0,4,10,777.0,2,53,9,1,4,0,2.5,133000.0,0,2,0
2013,7,49.0,343.0,4,12,781.0,2,53,9,0,2,0,2.4,126400.0,0,0,0
2012,8,64.0,512.0,4,4,364.0,2,8,9,1,4,0,1.0,39876.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,9,1,3,0,2.0,336971.0,0,0,0
2012,8,64.0,512.0,4,0,642.0,1,51,9,1,4,0,2.0,267184.0,0,0,0
2020,0,0.0,0.0,6,12,781.0,1,36,4,1,1,1,3.0,0.0,1,0,0
2016,4,16.0,64.0,4,0,431.0,2,22,9,1,2,0,2.0,71218.0,0,0,0
2013,7,49.0,343.0,4,0,530.0,1,38,4,1,4,0,1.6,153888.0,0,0,0
2010,10,100.0,1000.0,4,8,612.0,2,22,9,0,1,1,1.4,193000.0,0,1,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,43000.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,1,3,9,1,4,0,2.0,151469.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,200179.0,0,0,0
2013,7,49.0,343.0,6,12,917.0,2,33,4,1,1,1,3.0,146577.0,0,2,0
1997,23,529.0,12167.0,4,0,781.0,2,56,2,0,4,1,1.8,160000.0,0,1,0
1998,22,484.0,10648.0,4,2,781.0,1,39,3,0,4,0,1.6,20400.0,0,1,0
1998,22,484.0,10648.0,4,2,781.0,1,12,4,0,4,0,1.3,221000.0,0,0,1
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,311949.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,2,22,9,1,3,0,1.6,137929.0,0,0,0
2006,14,196.0,2744.0,4,6,781.0,2,53,3,0,2,0,1.5,199840.0,0,3,0
2019,1,1.0,1.0,4,0,780.0,1,51,4,0,4,1,1.4,0.0,1,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,116365.0,0,0,0
2009,11,121.0,1331.0,4,0,781.0,1,40,9,0,4,0,1.4,130000.0,0,1,0
2015,5,25.0,125.0,4,0,934.0,2,53,4,1,4,0,2.5,91174.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,89316.0,0,0,0
2012,8,64.0,512.0,4,0,753.0,2,22,9,1,2,0,2.4,226814.0,0,0,0
2008,12,144.0,1728.0,6,12,1750.0,1,29,4,1,2,0,3.3,224629.0,0,0,0
2008,12,144.0,1728.0,4,6,781.0,2,53,3,1,2,0,1.5,111000.0,0,0,0
2013,7,49.0,343.0,4,7,781.0,2,53,9,0,2,0,1.8,71257.0,0,0,0
2013,7,49.0,343.0,6,0,917.0,2,33,6,0,1,0,3.0,256000.0,0,0,0
2010,10,100.0,1000.0,4,10,781.0,2,53,3,0,2,0,1.8,150000.0,0,3,0
2018,2,4.0,8.0,4,4,732.0,1,20,3,1,4,0,1.3,10970.0,0,0,0
2019,1,1.0,1.0,4,12,1325.0,1,32,9,1,4,0,2.5,498.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,4,0,2.0,90621.0,0,0,0
2014,6,36.0,216.0,4,0,639.0,1,3,9,1,4,0,2.0,279722.0,0,0,0
2010,10,100.0,1000.0,4,0,574.0,1,20,3,1,2,0,1.3,184250.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,1,29,9,1,4,0,3.5,179358.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,3,0,2.0,548407.0,0,0,0
2017,3,9.0,27.0,4,10,781.0,2,22,4,0,4,1,1.6,17000.0,0,2,0
1996,24,576.0,13824.0,4,2,781.0,2,16,6,0,1,0,2.5,123000.0,0,1,0
2014,6,36.0,216.0,4,0,333.0,1,50,4,1,2,0,2.0,0.0,1,0,0
2017,3,9.0,27.0,4,12,738.0,2,56,9,1,4,1,1.4,68000.0,0,1,0
2012,8,64.0,512.0,6,12,1086.0,3,26,4,1,4,0,3.6,237206.0,0,0,0
2015,5,25.0,125.0,4,12,781.0,2,16,9,0,4,0,1.6,56199.0,0,0,0
2015,5,25.0,125.0,4,12,382.0,2,16,9,1,2,0,2.0,147885.0,0,0,0
1999,21,441.0,9261.0,4,4,781.0,2,56,9,1,4,1,1.8,361698.0,0,1,0
2008,12,144.0,1728.0,6,12,781.0,2,5,9,1,4,1,3.0,186000.0,0,2,0
2002,18,324.0,5832.0,6,8,781.0,1,29,4,1,4,1,3.0,201000.0,0,0,0
2002,18,324.0,5832.0,4,6,781.0,1,38,4,1,4,0,2.0,254321.0,0,1,0
1993,27,729.0,19683.0,4,2,781.0,2,56,9,0,4,0,2.0,111111.0,0,1,0
2018,2,4.0,8.0,4,12,1079.0,2,22,9,1,4,0,2.0,61795.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,2,33,9,1,1,0,3.5,189530.0,0,0,0
2013,7,49.0,343.0,4,12,585.0,2,22,9,1,4,0,1.8,227853.0,0,0,0
2014,6,36.0,216.0,6,12,1080.0,2,8,4,1,4,0,3.6,174002.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,4,0,2.5,95000.0,0,2,0
2014,6,36.0,216.0,4,8,639.0,2,56,3,1,1,1,2.0,51742.0,0,1,0
2009,11,121.0,1331.0,4,4,781.0,1,32,9,0,4,0,2.0,181894.0,0,2,0
2005,15,225.0,3375.0,4,4,781.0,1,38,3,0,4,0,1.5,117000.0,0,3,1
2006,14,196.0,2744.0,4,6,781.0,1,20,4,0,4,0,2.4,117000.0,0,0,0
2005,15,225.0,3375.0,4,2,781.0,1,20,7,0,4,0,2.4,136800.0,0,0,1
2012,8,64.0,512.0,6,12,919.0,2,33,4,1,1,0,3.0,145227.0,0,0,0
2018,2,4.0,8.0,4,12,1277.0,2,22,9,1,4,0,2.4,46853.0,0,0,0
2000,20,400.0,8000.0,4,2,781.0,2,56,9,1,4,0,2.0,320000.0,0,2,0
2015,5,25.0,125.0,4,4,900.0,1,20,9,1,4,0,2.4,66599.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,4,1,1,0,2.0,42701.0,0,0,0
2012,8,64.0,512.0,4,8,781.0,1,20,3,0,2,0,1.3,81000.0,0,0,1
2007,13,169.0,2197.0,4,6,988.0,2,53,3,0,4,0,1.5,318400.0,0,0,0
2010,10,100.0,1000.0,6,8,1211.0,2,33,4,1,1,0,3.0,224000.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,2,22,9,1,1,0,1.6,133200.0,0,0,0
2012,8,64.0,512.0,4,8,781.0,2,53,3,1,2,0,1.8,150000.0,0,3,1
2015,5,25.0,125.0,4,4,765.0,2,8,4,1,1,0,2.0,61000.0,0,0,0
2012,8,64.0,512.0,6,12,781.0,2,53,9,1,4,0,2.5,160800.0,0,2,0
2007,13,169.0,2197.0,4,8,988.0,2,53,3,0,2,0,1.5,175000.0,0,3,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,115783.0,0,0,0
2020,0,0.0,0.0,4,4,1076.0,2,22,9,1,4,0,2.0,2000.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,3,49,4,1,1,0,2.0,79084.0,0,0,0
2009,11,121.0,1331.0,4,4,790.0,1,11,9,1,4,0,1.6,52020.0,0,0,0
2008,12,144.0,1728.0,4,12,781.0,1,39,2,0,1,1,1.7,111111.0,0,1,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,160931.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,179381.0,0,0,0
2012,8,64.0,512.0,4,4,1111.0,1,20,3,0,2,0,1.3,60000.0,0,3,1
2017,3,9.0,27.0,4,0,481.0,2,16,9,1,2,0,2.0,89758.0,0,0,0
2002,18,324.0,5832.0,4,2,781.0,1,36,9,0,4,0,1.3,209000.0,0,0,1
2014,6,36.0,216.0,6,0,749.0,2,22,9,1,4,0,2.4,71000.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,40645.0,0,0,0
2017,3,9.0,27.0,6,0,1481.0,1,3,9,1,4,0,3.0,44642.0,0,0,0
2013,7,49.0,343.0,4,6,781.0,2,16,9,1,4,0,2.0,76800.0,0,0,0
2014,6,36.0,216.0,4,0,639.0,1,3,9,1,4,0,2.0,81818.0,0,0,0
2008,12,144.0,1728.0,6,12,1750.0,2,53,4,1,2,0,3.3,269162.0,0,0,0
2007,13,169.0,2197.0,4,4,1708.0,3,49,4,1,1,0,2.7,75813.0,0,0,0
2012,8,64.0,512.0,4,9,781.0,2,53,3,0,2,0,1.5,120000.0,0,0,1
2008,12,144.0,1728.0,4,6,781.0,1,20,9,0,4,0,2.0,154000.0,0,1,0
2013,7,49.0,343.0,4,0,474.0,2,15,3,1,4,0,1.4,49000.0,0,0,0
2002,18,324.0,5832.0,4,4,781.0,2,53,9,0,2,0,1.5,184000.0,0,0,0
2012,8,64.0,512.0,4,4,531.0,2,8,3,1,4,0,1.6,49126.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,4,0,2.5,147745.0,0,2,0
2013,7,49.0,343.0,4,0,781.0,2,16,7,0,5,0,2.0,117000.0,0,0,0
2014,6,36.0,216.0,4,10,308.0,2,53,3,0,2,0,1.8,145000.0,0,0,0
2017,3,9.0,27.0,4,12,1202.0,2,22,4,0,4,0,2.4,72000.0,0,2,0
2015,5,25.0,125.0,4,0,765.0,2,33,4,1,4,0,2.0,159928.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,4,0,2.5,214173.0,0,0,0
2013,7,49.0,343.0,4,12,751.0,2,22,9,1,4,0,2.4,216118.0,0,0,0
1999,21,441.0,9261.0,4,2,781.0,2,33,9,0,4,1,0.6,142000.0,0,2,0
2009,11,121.0,1331.0,4,8,781.0,1,36,10,0,4,0,2.0,124000.0,0,3,0
2016,4,16.0,64.0,4,10,730.0,2,27,9,0,4,0,1.6,53000.0,0,2,0
2015,5,25.0,125.0,4,12,900.0,2,22,9,0,4,0,2.4,51000.0,0,2,0
2012,8,64.0,512.0,4,6,1268.0,2,53,3,0,4,0,1.5,111000.0,0,0,1
2016,4,16.0,64.0,4,4,971.0,3,49,4,1,1,0,2.2,115193.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,97137.0,0,0,0
2011,9,81.0,729.0,3,2,175.0,2,53,3,0,4,0,0.1,0.0,1,0,1
2016,4,16.0,64.0,6,12,1533.0,1,13,4,1,4,0,3.6,174730.0,0,0,0
2015,5,25.0,125.0,4,12,353.0,2,53,3,1,2,0,1.8,123778.0,0,0,0
2013,7,49.0,343.0,4,4,917.0,2,25,9,1,4,0,3.0,90000.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,2,0,2.5,136861.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,4,1,1,0,2.0,129927.0,0,0,0
2015,5,25.0,125.0,4,4,697.0,1,20,9,1,4,0,1.8,24696.0,0,0,0
2016,4,16.0,64.0,6,12,1493.0,2,33,9,1,1,0,3.5,77205.0,0,0,0
2013,7,49.0,343.0,4,12,781.0,2,5,4,1,4,1,2.0,68000.0,0,2,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,270874.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,33,9,1,1,0,3.5,248525.0,0,0,0
2001,19,361.0,6859.0,6,6,781.0,3,26,4,1,3,0,3.7,137582.0,0,0,1
2017,3,9.0,27.0,4,4,831.0,2,22,9,1,1,0,1.6,40177.0,0,0,0
2007,13,169.0,2197.0,4,8,781.0,1,20,4,0,4,0,2.4,88000.0,0,0,0
2013,7,49.0,343.0,4,12,781.0,2,53,9,0,2,0,1.8,115000.0,0,3,0
2012,8,64.0,512.0,4,12,586.0,2,53,3,1,2,0,1.8,297496.0,0,0,0
2011,9,81.0,729.0,4,10,645.0,2,33,9,1,4,0,1.8,24000.0,0,2,0
2016,4,16.0,64.0,4,0,431.0,2,16,9,1,2,0,2.0,194974.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,33,9,1,1,0,3.5,132630.0,0,0,0
1993,27,729.0,19683.0,4,2,781.0,1,51,4,0,4,0,1.6,170000.0,0,1,1
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,273371.0,0,0,0
2016,4,16.0,64.0,6,12,1292.0,2,5,4,1,4,0,3.0,0.0,1,0,0
2016,4,16.0,64.0,4,8,690.0,2,8,9,0,4,0,1.5,86000.0,0,2,0
2001,19,361.0,6859.0,4,2,781.0,1,50,10,0,4,0,2.0,141000.0,0,0,1
2013,7,49.0,343.0,4,8,781.0,2,22,3,0,4,0,1.6,70400.0,0,2,0
2003,17,289.0,4913.0,4,2,781.0,2,53,7,0,4,0,2.0,200000.0,0,0,1
2012,8,64.0,512.0,6,12,1058.0,2,33,4,1,1,0,3.5,245762.0,0,0,0
2011,9,81.0,729.0,4,10,781.0,1,29,9,1,2,0,2.4,150000.0,0,0,0
2001,19,361.0,6859.0,4,0,781.0,2,53,9,0,4,0,1.5,150000.0,0,1,1
2013,7,49.0,343.0,4,6,640.0,2,16,3,1,4,0,2.0,200000.0,0,0,0
1998,22,484.0,10648.0,4,4,781.0,2,33,9,0,0,0,2.0,180003.0,0,1,0
2013,7,49.0,343.0,4,12,585.0,1,29,3,1,2,1,1.8,267015.0,0,2,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,0,2,0,2.5,130000.0,0,0,0
2011,9,81.0,729.0,6,12,1203.0,2,8,4,1,4,0,3.6,248954.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,1,29,4,1,2,0,3.5,163010.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,159379.0,0,0,0
2009,11,121.0,1331.0,6,8,781.0,2,5,9,1,4,0,3.0,120000.0,0,2,0
2013,7,49.0,343.0,4,4,640.0,2,22,9,1,4,0,2.0,31381.0,0,0,0
2014,6,36.0,216.0,8,0,1356.0,1,29,4,1,4,0,4.6,146218.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,2,8,4,1,1,0,2.0,156834.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,3,49,4,1,1,0,2.0,98895.0,0,0,0
2014,6,36.0,216.0,4,12,781.0,2,5,4,1,4,1,2.0,95000.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,8,4,1,3,0,2.0,31880.0,0,0,0
2015,5,25.0,125.0,4,8,765.0,1,32,3,0,4,0,2.0,67825.0,0,0,0
2016,4,16.0,64.0,4,4,971.0,3,49,4,1,1,0,2.2,14950.0,0,0,0
2012,8,64.0,512.0,6,12,1058.0,2,53,4,1,2,0,3.5,363059.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,4,0,2.0,38804.0,0,0,0
1999,21,441.0,9261.0,6,0,781.0,2,53,9,0,4,0,2.0,180000.0,0,0,1
2014,6,36.0,216.0,4,4,446.0,1,20,3,1,4,0,1.3,62000.0,0,0,0
2000,20,400.0,8000.0,4,4,781.0,2,33,2,0,0,0,2.0,21000.0,0,1,0
2014,6,36.0,216.0,6,12,915.0,2,5,9,1,1,0,3.0,83600.0,0,0,0
2017,3,9.0,27.0,4,10,1017.0,2,22,4,0,4,0,2.0,60704.0,0,0,0
2013,7,49.0,343.0,4,12,474.0,2,8,3,1,2,0,1.4,181360.0,0,0,0
2014,6,36.0,216.0,4,4,694.0,2,8,4,1,1,0,2.2,120309.0,0,0,0
2013,7,49.0,343.0,4,8,781.0,1,29,3,1,2,0,1.8,112000.0,0,0,0
2016,4,16.0,64.0,4,14,810.0,2,56,9,1,4,1,1.8,80000.0,0,2,0
2015,5,25.0,125.0,4,12,900.0,3,26,4,1,4,0,2.4,112635.0,0,0,0
2015,5,25.0,125.0,4,8,562.0,2,8,9,1,4,1,1.4,37000.0,0,0,0
2008,12,144.0,1728.0,4,8,781.0,2,53,9,1,2,0,1.5,167000.0,0,3,0
2015,5,25.0,125.0,4,10,781.0,2,27,9,1,4,0,2.4,60000.0,0,2,0
2012,8,64.0,512.0,4,4,531.0,2,22,9,1,4,0,1.6,180000.0,0,0,0
2012,8,64.0,512.0,4,12,642.0,2,27,9,1,4,0,2.0,225307.0,0,0,0
2001,19,361.0,6859.0,6,12,781.0,2,33,9,1,4,0,3.2,270000.0,0,2,0
2010,10,100.0,1000.0,4,12,1024.0,2,53,4,1,4,0,2.5,108456.0,0,0,0
2010,10,100.0,1000.0,4,12,761.0,2,53,3,1,2,0,1.8,158136.0,0,0,0
2012,8,64.0,512.0,4,4,1268.0,2,53,3,0,2,0,1.5,65000.0,0,3,1
2011,9,81.0,729.0,4,12,707.0,1,3,9,1,4,0,2.0,175194.0,0,0,0
2010,10,100.0,1000.0,4,4,1024.0,2,22,7,1,1,0,2.5,55857.0,0,0,0
2019,1,1.0,1.0,4,12,1077.0,1,32,4,1,4,0,2.0,11566.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,314373.0,0,0,0
2010,10,100.0,1000.0,4,12,761.0,2,53,3,1,2,0,1.8,228661.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,33,9,1,1,0,3.5,119379.0,0,0,0
2001,19,361.0,6859.0,4,0,781.0,1,36,3,0,4,0,2.0,199999.0,0,1,0
2012,8,64.0,512.0,4,12,586.0,2,53,3,1,2,0,1.8,215810.0,0,0,0
2014,6,36.0,216.0,4,0,639.0,2,16,9,0,4,0,2.0,120000.0,0,0,0
2014,6,36.0,216.0,4,8,781.0,2,53,9,1,4,0,1.8,150000.0,0,0,0
2013,7,49.0,343.0,4,6,1267.0,2,53,3,0,2,0,1.5,137000.0,0,0,1
2011,9,81.0,729.0,4,4,862.0,2,22,10,1,1,0,2.5,232078.0,0,0,0
2015,5,25.0,125.0,4,12,353.0,2,53,3,0,2,0,1.8,166400.0,0,3,0
2016,4,16.0,64.0,4,12,810.0,2,22,9,1,4,0,1.8,72629.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,3,49,4,1,4,0,1.6,51787.0,0,0,0
2017,3,9.0,27.0,6,12,1714.0,2,33,4,1,4,0,3.5,40000.0,0,2,0
2014,6,36.0,216.0,4,0,259.0,2,8,3,1,2,0,1.4,138491.0,0,0,0
2012,8,64.0,512.0,4,14,642.0,2,56,4,1,4,1,2.0,48379.0,0,2,0
2013,7,49.0,343.0,4,0,640.0,2,16,9,1,2,0,2.0,320554.0,0,0,0
2015,5,25.0,125.0,4,12,562.0,2,8,9,1,4,1,1.4,60800.0,0,2,0
2016,4,16.0,64.0,4,8,810.0,2,53,3,0,4,0,1.8,31000.0,0,0,0
2004,16,256.0,4096.0,4,8,781.0,2,56,7,0,4,0,2.0,135000.0,0,2,1
2014,6,36.0,216.0,6,6,781.0,2,16,9,1,4,0,3.7,290000.0,0,0,0
2006,14,196.0,2744.0,4,2,781.0,1,50,10,1,4,1,2.0,150000.0,0,2,1
2013,7,49.0,343.0,8,12,1304.0,2,5,4,1,4,0,4.4,118656.0,0,0,0
2015,5,25.0,125.0,4,4,629.0,2,22,9,1,4,0,1.6,38914.0,0,0,0
2009,11,121.0,1331.0,8,8,781.0,2,33,4,1,4,0,3.5,169600.0,0,0,0
2013,7,49.0,343.0,4,8,781.0,2,27,9,1,4,0,2.4,120000.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,8,9,1,5,0,1.4,113600.0,0,3,0
2008,12,144.0,1728.0,6,12,1850.0,2,33,9,1,1,0,3.5,494317.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,35000.0,0,0,0
1998,22,484.0,10648.0,4,0,781.0,2,53,3,0,4,0,1.6,299999.0,0,0,1
2007,13,169.0,2197.0,4,6,781.0,2,22,4,1,1,1,2.2,69500.0,0,2,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,156518.0,0,0,0
2008,12,144.0,1728.0,4,4,694.0,2,8,9,1,4,0,1.2,123232.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,2,22,9,1,1,0,1.6,150000.0,0,0,0
2011,9,81.0,729.0,4,12,831.0,1,20,4,1,4,0,2.4,272542.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,167222.0,0,0,0
2010,10,100.0,1000.0,4,6,781.0,2,53,9,0,2,0,1.8,243200.0,0,0,0
1989,31,961.0,29791.0,4,0,781.0,1,39,9,0,4,0,2.0,300000.0,0,1,0
2012,8,64.0,512.0,4,10,642.0,2,27,9,1,3,0,2.0,95000.0,0,2,0
2011,9,81.0,729.0,4,0,862.0,2,16,4,1,2,0,2.5,168966.0,0,0,0
2015,5,25.0,125.0,4,4,527.0,1,20,3,1,4,0,1.3,101920.0,0,0,0
2010,10,100.0,1000.0,4,12,986.0,2,53,9,1,2,0,2.4,277840.0,0,0,0
2016,4,16.0,64.0,4,12,1051.0,2,22,9,0,4,0,2.4,83200.0,0,2,0
1996,24,576.0,13824.0,4,1,781.0,1,39,9,0,4,0,1.6,11000.0,0,1,0
2016,4,16.0,64.0,4,12,891.0,1,3,9,1,4,0,2.0,70414.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,4,0,1.6,51671.0,0,0,0
2007,13,169.0,2197.0,4,4,1047.0,2,22,9,1,4,0,1.6,210239.0,0,0,0
2018,2,4.0,8.0,4,4,880.0,3,49,4,1,4,0,1.6,24372.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,149486.0,0,0,0
2019,1,1.0,1.0,4,12,1077.0,1,50,9,1,4,0,2.0,7971.0,0,0,0
2016,4,16.0,64.0,4,4,770.0,2,22,4,1,1,0,1.7,105311.0,0,0,0
2019,1,1.0,1.0,4,4,1176.0,2,22,7,1,1,0,2.2,17632.0,0,0,0
2012,8,64.0,512.0,4,0,781.0,2,53,3,1,4,0,1.5,162000.0,0,0,0
2016,4,16.0,64.0,4,10,1091.0,2,53,4,0,4,0,2.5,70400.0,0,0,0
2015,5,25.0,125.0,4,6,562.0,2,56,9,0,4,0,1.4,69505.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,3,0,2.0,271695.0,0,0,0
2011,9,81.0,729.0,4,12,583.0,2,35,9,1,4,0,1.6,0.0,1,0,0
2014,6,36.0,216.0,4,2,1266.0,2,53,9,0,2,0,1.5,87000.0,0,0,1
2012,8,64.0,512.0,4,12,642.0,2,56,9,1,1,0,2.0,203440.0,0,0,0
2005,15,225.0,3375.0,4,5,781.0,1,20,3,0,4,0,1.3,160250.0,0,3,1
1998,22,484.0,10648.0,4,2,781.0,1,20,4,0,4,0,2.0,0.0,1,0,1
2013,7,49.0,343.0,4,12,530.0,2,22,1,1,4,0,1.6,135000.0,0,2,0
2003,17,289.0,4913.0,6,12,781.0,2,33,4,1,0,0,3.7,235200.0,0,2,0
2004,16,256.0,4096.0,6,12,781.0,2,33,9,1,0,1,3.2,210915.0,0,2,0
2011,9,81.0,729.0,4,8,781.0,1,20,3,0,2,0,1.3,188000.0,0,0,1
2011,9,81.0,729.0,4,12,781.0,2,53,3,1,2,1,1.8,135000.0,0,3,0
2015,5,25.0,125.0,4,0,765.0,2,33,4,1,4,0,2.0,159928.0,0,0,0
2015,5,25.0,125.0,4,16,697.0,2,22,9,0,4,0,1.8,77000.0,0,2,0
2012,8,64.0,512.0,4,0,781.0,1,50,4,1,4,0,2.5,204579.0,0,0,0
2016,4,16.0,64.0,4,12,1051.0,1,20,9,1,4,0,2.4,90043.0,0,0,0
2017,3,9.0,27.0,4,12,831.0,2,22,9,1,4,0,1.6,25635.0,0,0,0
2000,20,400.0,8000.0,4,16,781.0,2,56,3,0,4,0,1.4,230000.0,0,1,0
2018,2,4.0,8.0,4,4,880.0,2,22,9,1,3,0,1.6,47181.0,0,0,0
1996,24,576.0,13824.0,6,4,781.0,1,36,4,0,0,0,3.5,186000.0,0,0,1
2014,6,36.0,216.0,4,4,639.0,2,22,4,1,1,0,2.0,137469.0,0,0,0
2016,4,16.0,64.0,4,4,1091.0,2,22,10,1,1,0,2.5,119552.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,59000.0,0,0,0
2019,1,1.0,1.0,4,12,1077.0,2,53,4,1,4,0,2.0,19834.0,0,0,0
2012,8,64.0,512.0,4,10,781.0,2,53,9,1,4,0,2.5,162000.0,0,2,0
2010,10,100.0,1000.0,4,4,1024.0,2,22,7,1,1,0,2.5,124850.0,0,0,0
2002,18,324.0,5832.0,3,6,781.0,1,12,4,1,4,1,0.7,88000.0,0,0,1
2015,5,25.0,125.0,4,12,697.0,2,22,9,1,4,0,1.8,154045.0,0,0,0
2010,10,100.0,1000.0,4,4,911.0,2,22,4,1,1,0,2.2,112483.0,0,0,0
2010,10,100.0,1000.0,4,0,574.0,1,20,3,1,2,0,1.3,210758.0,0,0,0
2002,18,324.0,5832.0,8,10,781.0,2,5,4,1,1,1,3.0,292000.0,0,2,0
2004,16,256.0,4096.0,4,10,781.0,1,20,7,1,3,0,2.4,190000.0,0,2,1
2016,4,16.0,64.0,4,0,891.0,1,29,4,1,4,0,2.0,68549.0,0,0,0
2012,8,64.0,512.0,4,0,781.0,2,53,3,1,2,0,1.8,134000.0,0,3,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,102397.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,122409.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,108025.0,0,0,0
2010,10,100.0,1000.0,4,12,1024.0,1,50,4,0,4,0,2.5,182000.0,0,2,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,249422.0,0,0,0
